#                                                                                                                                     --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                                 accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                                         ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
179362at2759_186990_0:001100|NODE_859_length_15811_cov_67.394560:11233-15222  -            735 179362at2759         -            938   2.3e-91  302.0  69.5   1   1   2.9e-91   2.9e-91  301.7  69.5     1   725     7   730     7   734 0.81 -
179362at2759_9361_0:001637|NODE_859_length_15811_cov_67.394560:11233-15249    -            927 179362at2759         -            938   1.4e-86  286.2 104.6   2   3      0.11      0.11    5.2  32.6   512   737   283   507   277   518 0.80 -
179362at2759_9361_0:001637|NODE_859_length_15811_cov_67.394560:11233-15249    -            927 179362at2759         -            938   1.4e-86  286.2 104.6   3   3   1.7e-06   1.7e-06   21.1  74.3   208   728   404   916   400   927 0.76 -
179362at2759_9365_0:001538|NODE_859_length_15811_cov_67.394560:11233-15249    -            927 179362at2759         -            938   1.4e-86  286.2 104.6   1   3   1.7e-81   1.7e-81  269.3  22.9     1   336     7   369     7   377 0.86 -
179362at2759_9365_0:001538|NODE_859_length_15811_cov_67.394560:11233-15249    -            927 179362at2759         -            938   1.4e-86  286.2 104.6   2   3      0.11      0.11    5.2  32.6   512   737   283   507   277   518 0.80 -
179362at2759_9365_0:001538|NODE_859_length_15811_cov_67.394560:11233-15249    -            927 179362at2759         -            938   1.4e-86  286.2 104.6   3   3   1.7e-06   1.7e-06   21.1  74.3   208   728   404   916   400   927 0.76 -
179362at2759_43700_0:001a05|NODE_859_length_15811_cov_67.394560:11233-15303   -            954 179362at2759         -            938   1.4e-86  286.1 101.3   1   4   2.9e-81     3e-81  268.6  23.6     1   336     7   369     7   377 0.86 -
179362at2759_43700_0:001a05|NODE_859_length_15811_cov_67.394560:11233-15303   -            954 179362at2759         -            938   1.4e-86  286.1 101.3   2   4      0.43      0.44    3.3  35.5   498   724   340   568   327   593 0.62 -
179362at2759_43700_0:001a05|NODE_859_length_15811_cov_67.394560:11233-15303   -            954 179362at2759         -            938   1.4e-86  286.1 101.3   3   4   1.1e-05   1.1e-05   18.5  51.9   260   692   398   830   383   839 0.77 -
179362at2759_43700_0:001a05|NODE_859_length_15811_cov_67.394560:11233-15303   -            954 179362at2759         -            938   1.4e-86  286.1 101.3   4   4    0.0016    0.0016   11.3  28.7   489   708   712   935   705   952 0.73 -
179362at2759_7425_0:000ada|NODE_859_length_15811_cov_67.394560:11233-15243    -            969 179362at2759         -            938   1.5e-86  286.1  99.3   1   4   3.4e-82   3.4e-82  271.7  25.9     1   401     7   426     7   426 0.85 -
179362at2759_7425_0:000ada|NODE_859_length_15811_cov_67.394560:11233-15243    -            969 179362at2759         -            938   1.5e-86  286.1  99.3   2   4      0.21      0.22    4.3  27.3   556   744   308   490   298   502 0.65 -
179362at2759_7425_0:000ada|NODE_859_length_15811_cov_67.394560:11233-15243    -            969 179362at2759         -            938   1.5e-86  286.1  99.3   3   4   0.00023   0.00024   14.1  14.8   360   561   546   749   528   764 0.69 -
179362at2759_7425_0:000ada|NODE_859_length_15811_cov_67.394560:11233-15243    -            969 179362at2759         -            938   1.5e-86  286.1  99.3   4   4    0.0053    0.0054    9.6  29.3   489   699   760   961   752   969 0.75 -
179362at2759_6945_0:000169|NODE_859_length_15811_cov_67.394560:11233-15303    -            948 179362at2759         -            938   1.5e-86  286.1  95.6   1   3   1.1e-80   1.1e-80  266.7  13.4     1   286     7   317     7   362 0.81 -
179362at2759_6945_0:000169|NODE_859_length_15811_cov_67.394560:11233-15303    -            948 179362at2759         -            938   1.5e-86  286.1  95.6   2   3   4.2e-07   4.3e-07   23.1  57.5   237   673   346   785   317   798 0.63 -
179362at2759_6945_0:000169|NODE_859_length_15811_cov_67.394560:11233-15303    -            948 179362at2759         -            938   1.5e-86  286.1  95.6   3   3      0.33      0.33    3.7  14.3   506   684   835   940   806   947 0.32 -
179362at2759_7274_0:0000e0|NODE_859_length_15811_cov_67.394560:11233-15264    -            949 179362at2759         -            938   1.5e-86  286.0 103.2   1   4   4.1e-83   4.1e-83  274.7  27.9     1   385     7   416     7   426 0.82 -
179362at2759_7274_0:0000e0|NODE_859_length_15811_cov_67.394560:11233-15264    -            949 179362at2759         -            938   1.5e-86  286.0 103.2   2   4     0.053     0.054    6.3  24.7   484   626   416   562   415   584 0.91 -
179362at2759_7274_0:0000e0|NODE_859_length_15811_cov_67.394560:11233-15264    -            949 179362at2759         -            938   1.5e-86  286.0 103.2   3   4   4.7e-06   4.7e-06   19.7  16.5   459   666   588   792   568   811 0.80 -
179362at2759_7274_0:0000e0|NODE_859_length_15811_cov_67.394560:11233-15264    -            949 179362at2759         -            938   1.5e-86  286.0 103.2   4   4       1.5       1.5    1.5  14.9   538   652   826   943   818   948 0.36 -
179362at2759_7165_0:0015d4|NODE_859_length_15811_cov_67.394560:11233-15258    -           1000 179362at2759         -            938   1.6e-86  286.0 116.5   1   3   1.1e-80   1.1e-80  266.6  23.4     1   351     7   382     7   391 0.84 -
179362at2759_7165_0:0015d4|NODE_859_length_15811_cov_67.394560:11233-15258    -           1000 179362at2759         -            938   1.6e-86  286.0 116.5   2   3    0.0037    0.0037   10.1  60.2   326   697   287   665   282   685 0.75 -
179362at2759_7165_0:0015d4|NODE_859_length_15811_cov_67.394560:11233-15258    -           1000 179362at2759         -            938   1.6e-86  286.0 116.5   3   3   7.2e-07   7.3e-07   22.4  84.9   171   755   414   985   406   999 0.66 -
179362at2759_1306850_1:002474|NODE_859_length_15811_cov_67.394560:11233-15291 -            983 179362at2759         -            938   1.6e-86  286.0  96.8   1   4   5.5e-84   5.6e-84  277.6  43.8     1   466     7   510     7   514 0.76 -
179362at2759_1306850_1:002474|NODE_859_length_15811_cov_67.394560:11233-15291 -            983 179362at2759         -            938   1.6e-86  286.0  96.8   2   4      0.35      0.35    3.6  26.1   502   696   407   608   404   630 0.56 -
179362at2759_1306850_1:002474|NODE_859_length_15811_cov_67.394560:11233-15291 -            983 179362at2759         -            938   1.6e-86  286.0  96.8   3   4   0.00044   0.00045   13.2  25.1   368   622   544   795   525   833 0.71 -
179362at2759_1306850_1:002474|NODE_859_length_15811_cov_67.394560:11233-15291 -            983 179362at2759         -            938   1.6e-86  286.0  96.8   4   4         1         1    2.0  14.3   508   682   876   977   848   983 0.37 -
179362at2759_181874_1:002893|NODE_859_length_15811_cov_67.394560:11233-15294  -            955 179362at2759         -            938   1.6e-86  286.0  98.4   1   4   2.7e-81   2.7e-81  268.7  21.6     1   320     7   346     7   352 0.80 -
179362at2759_181874_1:002893|NODE_859_length_15811_cov_67.394560:11233-15294  -            955 179362at2759         -            938   1.6e-86  286.0  98.4   2   4   0.00016   0.00016   14.6  38.5   500   786   219   503   217   504 0.89 -
179362at2759_181874_1:002893|NODE_859_length_15811_cov_67.394560:11233-15294  -            955 179362at2759         -            938   1.6e-86  286.0  98.4   3   4   1.7e-06   1.7e-06   21.1  27.2   367   691   486   803   467   808 0.74 -
179362at2759_181874_1:002893|NODE_859_length_15811_cov_67.394560:11233-15294  -            955 179362at2759         -            938   1.6e-86  286.0  98.4   4   4       1.4       1.4    1.6  16.4   545   682   829   948   818   955 0.33 -
179362at2759_7217_0:00184d|NODE_859_length_15811_cov_67.394560:11233-15279    -            937 179362at2759         -            938   1.6e-86  286.0 101.7   1   4   2.5e-83   2.5e-83  275.4  27.0     1   385     7   416     7   425 0.82 -
179362at2759_7217_0:00184d|NODE_859_length_15811_cov_67.394560:11233-15279    -            937 179362at2759         -            938   1.6e-86  286.0 101.7   2   4     0.047     0.047    6.4  24.5   484   626   416   562   415   584 0.91 -
179362at2759_7217_0:00184d|NODE_859_length_15811_cov_67.394560:11233-15279    -            937 179362at2759         -            938   1.6e-86  286.0 101.7   3   4    0.0007   0.00071   12.5   3.1   458   560   587   691   566   701 0.85 -
179362at2759_7217_0:00184d|NODE_859_length_15811_cov_67.394560:11233-15279    -            937 179362at2759         -            938   1.6e-86  286.0 101.7   4   4      0.03      0.03    7.1  28.2   489   705   703   923   696   936 0.70 -
179362at2759_7397_0:004bc1|NODE_859_length_15811_cov_67.394560:11233-15249    -            931 179362at2759         -            938   1.6e-86  286.0 108.5   1   3   5.8e-81   5.8e-81  267.6  31.6     1   377     7   426     7   429 0.67 -
179362at2759_7397_0:004bc1|NODE_859_length_15811_cov_67.394560:11233-15249    -            931 179362at2759         -            938   1.6e-86  286.0 108.5   2   3    0.0015    0.0015   11.4  36.3   510   756   229   476   227   482 0.88 -
179362at2759_7397_0:004bc1|NODE_859_length_15811_cov_67.394560:11233-15249    -            931 179362at2759         -            938   1.6e-86  286.0 108.5   3   3   4.5e-05   4.5e-05   16.4  79.8   173   747   383   929   375   931 0.61 -
179362at2759_69319_0:002543|NODE_859_length_15811_cov_67.394560:11233-15303   -            986 179362at2759         -            938   1.6e-86  286.0 110.1   1   3   4.8e-82   4.8e-82  271.2   8.4     1   281     7   312     7   323 0.88 -
179362at2759_69319_0:002543|NODE_859_length_15811_cov_67.394560:11233-15303   -            986 179362at2759         -            938   1.6e-86  286.0 110.1   2   3     0.036     0.037    6.8  30.9   547   749   306   506   304   522 0.89 -
179362at2759_69319_0:002543|NODE_859_length_15811_cov_67.394560:11233-15303   -            986 179362at2759         -            938   1.6e-86  286.0 110.1   3   3    0.0002    0.0002   14.3  57.5   326   744   548   970   533   975 0.64 -
179362at2759_597456_0:00153c|NODE_859_length_15811_cov_67.394560:11233-15303  -           1059 179362at2759         -            938   1.7e-86  285.9 113.0   1   4   7.5e-82   7.6e-82  270.5  22.7     1   352     7   383     7   413 0.85 -
179362at2759_597456_0:00153c|NODE_859_length_15811_cov_67.394560:11233-15303  -           1059 179362at2759         -            938   1.7e-86  285.9 113.0   2   4      0.17      0.17    4.6  32.5   547   746   306   503   304   516 0.89 -
179362at2759_597456_0:00153c|NODE_859_length_15811_cov_67.394560:11233-15303  -           1059 179362at2759         -            938   1.7e-86  285.9 113.0   3   4   4.7e-06   4.8e-06   19.7  63.2   195   673   421   896   417   909 0.68 -
179362at2759_597456_0:00153c|NODE_859_length_15811_cov_67.394560:11233-15303  -           1059 179362at2759         -            938   1.7e-86  285.9 113.0   4   4       0.2       0.2    4.3  12.5   507   686   947  1053   921  1058 0.40 -
179362at2759_7395_0:00245a|NODE_859_length_15811_cov_67.394560:11233-15297    -            947 179362at2759         -            938   1.9e-86  285.8 111.6   1   3   5.6e-81   5.7e-81  267.6  32.1     1   379     7   428     7   431 0.70 -
179362at2759_7395_0:00245a|NODE_859_length_15811_cov_67.394560:11233-15297    -            947 179362at2759         -            938   1.9e-86  285.8 111.6   2   3     0.035     0.035    6.9  39.7   441   690   379   618   370   638 0.69 -
179362at2759_7395_0:00245a|NODE_859_length_15811_cov_67.394560:11233-15297    -            947 179362at2759         -            938   1.9e-86  285.8 111.6   3   3    0.0016    0.0016   11.3  48.2   392   744   583   933   577   938 0.62 -
179362at2759_105023_0:002f94|NODE_859_length_15811_cov_67.394560:11233-15303  -            956 179362at2759         -            938   1.9e-86  285.7 102.4   1   4   9.7e-81   9.8e-81  266.8  15.5     1   289     7   323     7   327 0.80 -
179362at2759_105023_0:002f94|NODE_859_length_15811_cov_67.394560:11233-15303  -            956 179362at2759         -            938   1.9e-86  285.7 102.4   2   4     0.017     0.017    7.9  30.9   539   744   287   489   269   495 0.85 -
179362at2759_105023_0:002f94|NODE_859_length_15811_cov_67.394560:11233-15303  -            956 179362at2759         -            938   1.9e-86  285.7 102.4   3   4   0.00019   0.00019   14.4  14.3   359   559   543   745   505   755 0.70 -
179362at2759_105023_0:002f94|NODE_859_length_15811_cov_67.394560:11233-15303  -            956 179362at2759         -            938   1.9e-86  285.7 102.4   4   4     0.001     0.001   12.0  28.5   489   688   758   952   751   955 0.81 -
179362at2759_930089_1:001728|NODE_859_length_15811_cov_67.394560:11233-15270  -            691 179362at2759         -            938     2e-86  285.7  64.2   1   3   1.6e-82   1.6e-82  272.7  18.0     1   324     7   353     7   370 0.73 -
179362at2759_930089_1:001728|NODE_859_length_15811_cov_67.394560:11233-15270  -            691 179362at2759         -            938     2e-86  285.7  64.2   2   3    0.0013    0.0013   11.6  14.2   373   560   310   492   303   505 0.68 -
179362at2759_930089_1:001728|NODE_859_length_15811_cov_67.394560:11233-15270  -            691 179362at2759         -            938     2e-86  285.7  64.2   3   3    0.0029    0.0029   10.4  27.8   489   677   504   687   497   691 0.79 -
179362at2759_30019_0:0014d0|NODE_859_length_15811_cov_67.394560:11233-15132   -           1025 179362at2759         -            938     2e-86  285.7 100.3   1   4   1.4e-80   1.4e-80  266.3  23.5     1   351     7   382     7   388 0.84 -
179362at2759_30019_0:0014d0|NODE_859_length_15811_cov_67.394560:11233-15132   -           1025 179362at2759         -            938     2e-86  285.7 100.3   2   4     0.043     0.043    6.6  35.2   545   755   304   512   287   518 0.85 -
179362at2759_30019_0:0014d0|NODE_859_length_15811_cov_67.394560:11233-15132   -           1025 179362at2759         -            938     2e-86  285.7 100.3   3   4   3.9e-08   3.9e-08   26.6  61.0   171   691   418   927   408   932 0.68 -
179362at2759_30019_0:0014d0|NODE_859_length_15811_cov_67.394560:11233-15132   -           1025 179362at2759         -            938     2e-86  285.7 100.3   4   4       2.4       2.4    0.8   2.0   560   614   963  1017   944  1025 0.45 -
179362at2759_595528_0:000bc6|NODE_859_length_15811_cov_67.394560:11233-15273  -            953 179362at2759         -            938   2.1e-86  285.6 105.6   1   3   3.1e-81   3.2e-81  268.5  20.0     1   320     7   351     7   357 0.79 -
179362at2759_595528_0:000bc6|NODE_859_length_15811_cov_67.394560:11233-15273  -            953 179362at2759         -            938   2.1e-86  285.6 105.6   2   3    0.0048    0.0049    9.7  28.9   547   748   274   473   272   478 0.91 -
179362at2759_595528_0:000bc6|NODE_859_length_15811_cov_67.394560:11233-15273  -            953 179362at2759         -            938   2.1e-86  285.6 105.6   3   3     3e-06   3.1e-06   20.3  78.8   164   737   379   947   370   953 0.66 -
179362at2759_1608454_0:0012b2|NODE_859_length_15811_cov_67.394560:11233-15303 -           1015 179362at2759         -            938   2.1e-86  285.6 110.3   1   4     1e-80     1e-80  266.8  25.1     1   336     7   369     7   376 0.86 -
179362at2759_1608454_0:0012b2|NODE_859_length_15811_cov_67.394560:11233-15303 -           1015 179362at2759         -            938   2.1e-86  285.6 110.3   2   4     0.055     0.055    6.2  31.2   216   738   289   483   271   506 0.54 -
179362at2759_1608454_0:0012b2|NODE_859_length_15811_cov_67.394560:11233-15303 -           1015 179362at2759         -            938   2.1e-86  285.6 110.3   3   4   0.00014   0.00014   14.8  43.3   209   561   409   762   406   775 0.79 -
179362at2759_1608454_0:0012b2|NODE_859_length_15811_cov_67.394560:11233-15303 -           1015 179362at2759         -            938   2.1e-86  285.6 110.3   4   4    0.0018    0.0018   11.1  28.7   489   708   773   996   766  1013 0.73 -
